EventN,TriggerN,TimestampBegin,TimestampEnd
646,646,4031600775,4031600800
647,647,4037850775,4037850800
648,648,4044100775,4044100800
649,649,4050350775,4050350800
650,650,4056600775,4056600800
651,651,4062850775,4062850800
652,652,4069100775,4069100800
653,653,4075350775,4075350800
654,654,4081600775,4081600800
655,655,4087850775,4087850800
656,656,4094100775,4094100800
657,657,4100350775,4100350800
658,658,4106600775,4106600800
659,659,4112850775,4112850800
660,660,4119100775,4119100800
661,661,4125350775,4125350800
662,662,4131600775,4131600800
663,663,4137850775,4137850800
664,664,4144100775,4144100800
665,665,4150350775,4150350800
666,666,4156600775,4156600800
667,667,4162850775,4162850800
668,668,4169100775,4169100800
669,669,4175350775,4175350800
670,670,4181600775,4181600800
671,671,4187850775,4187850800
672,672,4194100775,4194100800
673,673,4200350775,4200350800
674,674,4206600775,4206600800
675,675,4212850775,4212850800
676,676,4219100775,4219100800
677,677,4225350775,4225350800
678,678,4231600775,4231600800
679,679,4237850775,4237850800
680,680,4244100775,4244100800
681,681,4250350775,4250350800
682,682,4256600775,4256600800
683,683,4262850775,4262850800
684,684,4269100775,4269100800
685,685,4275350775,4275350800
686,686,4281600775,4281600800
687,687,4287850775,4287850800
688,688,4294100775,4294100800
689,689,4300350775,4300350800
690,690,4306600775,4306600800
691,691,4312850775,4312850800
692,692,4319100775,4319100800
693,693,4325350775,4325350800
694,694,4331600775,4331600800
695,695,4337850775,4337850800
696,696,4344100775,4344100800
697,697,4350350775,4350350800
698,698,4356600775,4356600800
699,699,4362850775,4362850800
700,700,4369100775,4369100800
701,701,4375350775,4375350800
702,702,4381600775,4381600800
703,703,4387850775,4387850800
704,704,4394100775,4394100800
705,705,4400350775,4400350800
706,706,4406600775,4406600800
707,707,4412850775,4412850800
708,708,4419100775,4419100800
709,709,4425350775,4425350800
710,710,4431600775,4431600800
711,711,4437850775,4437850800
712,712,4444100775,4444100800
713,713,4450350775,4450350800
714,714,4456600775,4456600800
715,715,4462850775,4462850800
716,716,4469100775,4469100800
717,717,4475350775,4475350800
718,718,4481600775,4481600800
719,719,4487850775,4487850800
720,720,4494100775,4494100800
721,721,4500350775,4500350800
722,722,4506600775,4506600800
723,723,4512850775,4512850800
724,724,4519100775,4519100800
725,725,4525350775,4525350800
726,726,4531600775,4531600800
727,727,4537850775,4537850800
728,728,4544100775,4544100800
729,729,4550350775,4550350800
730,730,4556600775,4556600800
731,731,4562850775,4562850800
732,732,4569100775,4569100800
733,733,4575350775,4575350800
734,734,4581600775,4581600800
735,735,4587850775,4587850800
736,736,4594100775,4594100800
737,737,4600350775,4600350800
738,738,4606600775,4606600800
739,739,4612850775,4612850800
740,740,4619100775,4619100800
741,741,4625350775,4625350800
742,742,4631600775,4631600800
743,743,4637850775,4637850800
744,744,4644100775,4644100800
745,745,4650350775,4650350800
746,746,4656600775,4656600800
747,747,4662850775,4662850800
748,748,4669100775,4669100800
749,749,4675350775,4675350800
750,750,4681600775,4681600800
751,751,4687850775,4687850800
752,752,4694100775,4694100800
753,753,4700350775,4700350800
754,754,4706600775,4706600800
755,755,4712850775,4712850800
756,756,4719100775,4719100800
757,757,4725350775,4725350800
758,758,4731600775,4731600800
759,759,4737850775,4737850800
760,760,4744100775,4744100800
761,761,4750350775,4750350800
762,762,4756600775,4756600800
763,763,4762850775,4762850800
764,764,4769100775,4769100800
765,765,4775350775,4775350800
766,766,4781600775,4781600800
767,767,4787850775,4787850800
768,768,4794100775,4794100800
769,769,4800350775,4800350800
770,770,4806600775,4806600800
771,771,4812850775,4812850800
772,772,4819100775,4819100800
773,773,4825350775,4825350800
774,774,4831600775,4831600800
775,775,4837850775,4837850800
776,776,4844100775,4844100800
777,777,4850350775,4850350800
778,778,4856600775,4856600800
779,779,4862850775,4862850800
780,780,4869100775,4869100800
781,781,4875350775,4875350800
782,782,4881600775,4881600800
783,783,4887850775,4887850800
784,784,4894100775,4894100800
785,785,4900350775,4900350800
786,786,4906600775,4906600800
787,787,4912850775,4912850800
788,788,4919100775,4919100800
789,789,4925350775,4925350800
790,790,4931600775,4931600800
791,791,4937850775,4937850800
792,792,4944100775,4944100800
793,793,4950350775,4950350800
794,794,4956600775,4956600800
795,795,4962850775,4962850800
796,796,4969100775,4969100800
797,797,4975350775,4975350800
798,798,4981600775,4981600800
799,799,4987850775,4987850800
800,800,4994100775,4994100800
801,801,5000350775,5000350800
802,802,5006600775,5006600800
803,803,5012850775,5012850800
804,804,5019100775,5019100800
805,805,5025350775,5025350800
806,806,5031600775,5031600800
807,807,5037850775,5037850800
808,808,5044100775,5044100800
809,809,5050350775,5050350800
810,810,5056600775,5056600800
811,811,5062850775,5062850800
812,812,5069100775,5069100800
813,813,5075350775,5075350800
814,814,5081600775,5081600800
815,815,5087850775,5087850800
816,816,5094100775,5094100800
817,817,5100350775,5100350800
818,818,5106600775,5106600800
819,819,5112850775,5112850800
820,820,5119100775,5119100800
821,821,5125350775,5125350800
822,822,5131600775,5131600800
823,823,5137850775,5137850800
824,824,5144100775,5144100800
825,825,5150350775,5150350800
826,826,5156600775,5156600800
827,827,5162850775,5162850800
828,828,5169100775,5169100800
829,829,5175350775,5175350800
830,830,5181600775,5181600800
831,831,5187850775,5187850800
832,832,5194100775,5194100800
833,833,5200350775,5200350800
834,834,5206600775,5206600800
835,835,5212850775,5212850800
836,836,5219100775,5219100800
837,837,5225350775,5225350800
838,838,5231600775,5231600800
839,839,5237850775,5237850800
840,840,5244100775,5244100800
841,841,5250350775,5250350800
842,842,5256600775,5256600800
843,843,5262850775,5262850800
844,844,5269100775,5269100800
845,845,5275350775,5275350800
846,846,5281600775,5281600800
847,847,5287850775,5287850800
848,848,5294100775,5294100800
849,849,5300350775,5300350800
850,850,5306600775,5306600800
851,851,5312850775,5312850800
852,852,5319100775,5319100800
853,853,5325350775,5325350800
854,854,5331600775,5331600800
855,855,5337850775,5337850800
856,856,5344100775,5344100800
857,857,5350350775,5350350800
858,858,5356600775,5356600800
859,859,5362850775,5362850800
860,860,5369100775,5369100800
861,861,5375350775,5375350800
862,862,5381600775,5381600800
863,863,5387850775,5387850800
864,864,5394100775,5394100800
865,865,5400350775,5400350800
866,866,5406600775,5406600800
867,867,5412850775,5412850800
868,868,5419100775,5419100800
869,869,5425350775,5425350800
870,870,5431600775,5431600800
871,871,5437850775,5437850800
872,872,5444100775,5444100800
873,873,5450350775,5450350800
874,874,5456600775,5456600800
875,875,5462850775,5462850800
876,876,5469100775,5469100800
877,877,5475350775,5475350800
878,878,5481600775,5481600800
879,879,5487850775,5487850800
880,880,5494100775,5494100800
881,881,5500350775,5500350800
882,882,5506600775,5506600800
883,883,5512850775,5512850800
884,884,5519100775,5519100800
885,885,5525350775,5525350800
886,886,5531600775,5531600800
887,887,5537850775,5537850800
888,888,5544100775,5544100800
889,889,5550350775,5550350800
890,890,5556600775,5556600800
891,891,5562850775,5562850800
892,892,5569100775,5569100800
893,893,5575350775,5575350800
894,894,5581600775,5581600800
895,895,5587850775,5587850800
896,896,5594100775,5594100800
897,897,5600350775,5600350800
898,898,5606600775,5606600800
899,899,5612850775,5612850800
900,900,5619100775,5619100800
901,901,5625350775,5625350800
902,902,5631600775,5631600800
903,903,5637850775,5637850800
904,904,5644100775,5644100800
905,905,5650350775,5650350800
906,906,5656600775,5656600800
907,907,5662850775,5662850800
